conversation_id,group,persona_key,persona,originality_1_7,value_1_7,insight_reframing_1_7,development_1_7,integration_1_7,human_ethical_1_7,process_evidence_1_7,holistic_creativity_1_7,token_count
1211,experiment group,Philosopher,Philosopher/Ethicist,3.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,584
1211,experiment group,innovation,Innovation/Strategy Expert,2.0,3.0,2.0,2.0,3.0,6.0,5.0,3.0,584
1217,control group,design_thinking,Design Thinking Expert,3.0,4.0,3.0,3.0,3.0,2.0,6.0,3.0,618
1217,control group,social_psych,Social Psychology Researcher,4.0,5.0,5.0,2.0,4.0,3.0,6.0,4.0,618
1217,control group,hci,HCI Expert,3.0,3.0,5.0,3.0,5.0,2.0,4.0,3.0,618
1217,control group,Philosopher,Philosopher/Ethicist,4.0,4.0,6.0,4.0,5.0,3.0,6.0,4.0,618
1217,control group,innovation,Innovation/Strategy Expert,5.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,618
1219,experiment group,design_thinking,Design Thinking Expert,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1465
1219,experiment group,social_psych,Social Psychology Researcher,3.0,5.0,3.0,3.0,2.0,2.0,6.0,3.0,1465
1219,experiment group,hci,HCI Expert,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1465
1219,experiment group,Philosopher,Philosopher/Ethicist,3.0,3.0,4.0,3.0,3.0,1.0,5.0,3.0,1465
1219,experiment group,innovation,Innovation/Strategy Expert,3.0,4.0,3.0,4.0,3.0,3.0,6.0,3.0,1465
1223,control group,design_thinking,Design Thinking Expert,2.0,2.0,3.0,3.0,3.0,2.0,6.0,3.0,434
1223,control group,social_psych,Social Psychology Researcher,3.0,4.0,3.0,6.0,6.0,2.0,5.0,4.0,434
1223,control group,hci,HCI Expert,5.0,4.0,3.0,5.0,5.0,3.0,6.0,5.0,434
1223,control group,Philosopher,Philosopher/Ethicist,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,434
1223,control group,innovation,Innovation/Strategy Expert,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,434
